Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1000,1.4189385,-0.07780286,599.0,-24.61269211769104,-24.61269211769104,1.0
2000,1.4189383,-0.14594929,599.0,-24.786011517047882,-24.786011517047882,1.0
3000,1.4189383,0.026263017,599.0,-26.23268437385559,-26.23268437385559,1.0
4000,1.4189385,0.0039228,599.0,-21.35794112086296,-21.35794112086296,1.0
5000,1.4189383,0.058314383,599.0,-16.61484357714653,-16.61484357714653,1.0
6000,1.4189508,-0.36823216,599.0,-17.667231678962708,-17.667231678962708,1.0
7000,1.4189513,-0.5321556,599.0,-14.254128709435463,-14.254128709435463,1.0
8000,1.418951,-0.504499,599.0,-15.612489461898804,-15.612489461898804,1.0
9000,1.418951,-0.45368236,599.0,-7.9734601974487305,-7.9734601974487305,1.0
10000,1.4189513,-0.4851979,599.0,-15.347959518432617,-15.347959518432617,1.0
11000,1.4188461,-0.74269354,599.0,-17.950647860765457,-17.950647860765457,1.0
12000,1.4188443,-0.7131535,599.0,-26.259471654891968,-26.259471654891968,1.0
13000,1.4188445,-0.769931,599.0,-8.97658509016037,-8.97658509016037,1.0
14000,1.4188443,-0.7214732,599.0,-18.380155742168427,-18.380155742168427,1.0
15000,1.4188442,-0.7590774,599.0,-18.80349311232567,-18.80349311232567,1.0
16000,1.4184711,-0.95365727,599.0,-12.49590390920639,-12.49590390920639,1.0
17000,1.4183404,-1.0845687,599.0,-23.462983936071396,-23.462983936071396,1.0
18000,1.4183404,-1.0542052,599.0,-25.775384187698364,-25.775384187698364,1.0
19000,1.4183403,-1.0910311,365.5,-17.461159229278564,-17.461159229278564,1.0
20000,1.4183404,-0.9117362,599.0,-12.512305408716202,-12.512305408716202,1.0
21000,1.4181811,-1.0126605,599.0,-24.45813947916031,-24.45813947916031,1.0
22000,1.4181205,-1.1131884,599.0,-15.339006215333939,-15.339006215333939,1.0
23000,1.4181206,-1.2664561,599.0,-17.46065855026245,-17.46065855026245,1.0
24000,1.4181205,-1.0515695,599.0,-23.025890827178955,-23.025890827178955,1.0
25000,1.4181205,-1.0478642,444.0,-3.9169180492560067,-3.9169180492560067,1.0
26000,1.4180082,-1.1489162,354.5,-6.218311250209808,-6.218311250209808,1.0
27000,1.4179643,-1.2142816,599.0,-21.11870700120926,-21.11870700120926,1.0
28000,1.4179643,-1.2806146,599.0,-9.61538378894329,-9.61538378894329,1.0
29000,1.4179642,-1.3456331,599.0,-19.363556623458862,-19.363556623458862,1.0
30000,1.4179643,-1.4025769,599.0,-18.499852240085602,-18.499852240085602,1.0
31000,1.4178663,-1.363121,599.0,-8.153703659772873,-8.153703659772873,1.0
32000,1.4177817,-1.3979018,481.5,-3.4749838560819626,-3.4749838560819626,1.0
33000,1.4177815,-1.4792761,462.0,-3.298648789525032,-3.298648789525032,1.0
34000,1.4177816,-1.4529843,599.0,-27.78300905227661,-27.78300905227661,1.0
35000,1.4177817,-1.3238935,599.0,-14.666406393051147,-14.666406393051147,1.0
36000,1.4177195,-1.7093188,599.0,-13.143045082688332,-13.143045082688332,1.0
37000,1.4176306,-1.4077327,443.0,-2.7075419425964355,-2.7075419425964355,1.0
38000,1.4176304,-1.3332033,599.0,-7.735553324222565,-7.735553324222565,1.0
39000,1.4176306,-1.8233783,599.0,-27.303324222564697,-27.303324222564697,1.0
40000,1.4176306,-1.2010393,599.0,-9.15871762484312,-9.15871762484312,1.0
41000,1.4175947,-1.6121324,393.0,-7.321384310722351,-7.321384310722351,1.0
42000,1.4174658,-1.7934769,405.6666666666667,-8.774568428595861,-8.774568428595861,1.0
43000,1.4174659,-1.8968797,599.0,-18.398119553923607,-18.398119553923607,1.0
44000,1.4174658,-1.9546872,599.0,-24.409460425376892,-24.409460425376892,1.0
45000,1.4174659,-1.6655078,477.0,-7.803701758384705,-7.803701758384705,1.0
46000,1.4174577,-1.8646564,599.0,-17.50100514292717,-17.50100514292717,1.0
47000,1.4174283,-1.4968398,399.6666666666667,-9.215058207511902,-9.215058207511902,1.0
48000,1.4174284,-1.8178902,599.0,-20.462957620620728,-20.462957620620728,1.0
49000,1.4174281,-1.7535157,599.0,-23.237522423267365,-23.237522423267365,1.0
50000,1.4174284,-1.3108487,558.5,-4.804630607366562,-4.804630607366562,1.0
