Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1000,1.4189385,-0.19924167,599.0,-18.271681308746338,-18.271681308746338,1.0
2000,1.4189383,-0.30891436,599.0,-17.861746728420258,-17.861746728420258,1.0
3000,1.4199483,-0.3691803,599.0,-11.74623990058899,-11.74623990058899,1.0
4000,1.4199599,-0.5670298,446.0,-10.990858733654022,-10.990858733654022,1.0
5000,1.4187709,-0.3878895,599.0,-7.549999818205833,-7.549999818205833,1.0
6000,1.4185392,-0.4561607,599.0,-12.867053508758545,-12.867053508758545,1.0
7000,1.4190302,-0.91917014,599.0,-18.102922976017,-18.102922976017,1.0
8000,1.4191397,-0.9898863,599.0,-21.39117670059204,-21.39117670059204,1.0
9000,1.4194498,-0.93652314,599.0,-26.3969906270504,-26.3969906270504,1.0
10000,1.4196149,-1.1709186,599.0,-17.277979969978333,-17.277979969978333,1.0
11000,1.4184893,-0.9500736,599.0,-25.86187493801117,-25.86187493801117,1.0
12000,1.4176247,-0.55217594,599.0,-8.29123616963625,-8.29123616963625,1.0
13000,1.4174268,-0.96045136,568.5,0.6052119731903076,0.6052119731903076,1.0
14000,1.417239,-1.1329887,599.0,-19.8987717628479,-19.8987717628479,1.0
15000,1.4168755,-1.1258397,294.3333333333333,-2.883363239467144,-2.883363239467144,1.0
16000,1.4159869,-1.4718462,421.0,-0.20400680601596832,-0.20400680601596832,1.0
17000,1.4159541,-1.3075109,563.0,-3.5983751863241196,-3.5983751863241196,1.0
18000,1.4156418,-0.57420725,452.5,0.36300960183143616,0.36300960183143616,1.0
19000,1.4155155,-0.57888895,599.0,-4.720719516277313,-4.720719516277313,1.0
20000,1.4140322,-0.30181476,232.5,7.538288593292236,7.538288593292236,1.0
21000,1.4140323,-0.8464677,536.5,14.736977219581604,14.736977219581604,1.0
22000,1.4141805,-0.55859864,397.0,4.320900648832321,4.320900648832321,1.0
23000,1.4142134,-0.39601788,252.6,8.759485483169556,8.759485483169556,1.0
24000,1.4127377,0.21071644,288.0,11.942341703921556,11.942341703921556,1.0
25000,1.4124125,-0.5844125,404.5,14.89841029047966,14.89841029047966,1.0
26000,1.4110906,0.39726046,263.6,11.687340438365936,11.687340438365936,1.0
27000,1.4105779,-0.10029087,208.0,11.924557280540466,11.924557280540466,1.0
28000,1.4106846,0.008297604,152.85714285714286,11.715470927102226,11.715470927102226,1.0
29000,1.4107513,0.05072732,179.25,12.438911616802216,12.438911616802216,1.0
30000,1.4096168,0.44566357,182.83333333333334,12.01425308485826,12.01425308485826,1.0
31000,1.4089104,0.77374625,118.125,10.873627498745918,10.873627498745918,1.0
32000,1.4084847,0.59128886,159.25,11.499872207641602,11.499872207641602,1.0
33000,1.4080416,1.0467553,127.42857142857143,11.947751998901367,11.947751998901367,1.0
34000,1.4077965,1.2196367,87.7,9.632156003605235,9.632156003605235,1.0
35000,1.4075121,1.4582518,111.77777777777777,12.450332800547281,12.450332800547281,1.0
36000,1.4071782,1.3822106,145.28571428571428,13.075612204415458,13.075612204415458,1.0
37000,1.406649,1.1148885,126.0,11.95490186555045,11.95490186555045,1.0
38000,1.4063363,2.06078,130.14285714285714,14.205973088741302,14.205973088741302,1.0
39000,1.4054126,1.7393018,92.25,10.12973800572482,10.12973800572482,1.0
40000,1.4052877,1.9451672,111.125,13.07322687572903,13.07322687572903,1.0
41000,1.4047694,1.9246793,84.9090909090909,10.638028448278254,10.638028448278254,1.0
42000,1.4046825,1.6511143,119.66666666666667,12.837274498409695,12.837274498409695,1.0
43000,1.4040774,2.6671824,81.08333333333333,12.141624291737875,12.141624291737875,1.0
44000,1.4040775,2.5539167,118.44444444444444,14.790576696395874,14.790576696395874,1.0
45000,1.4035178,2.5081635,106.88888888888889,13.984776920742458,13.984776920742458,1.0
46000,1.4034966,3.3493788,73.78571428571429,10.957989999226161,10.957989999226161,1.0
47000,1.4031821,3.2705202,92.81818181818181,12.480878873304887,12.480878873304887,1.0
48000,1.4031565,3.1348016,88.27272727272727,11.887611042369496,11.887611042369496,1.0
49000,1.4029801,3.5125465,90.9090909090909,13.252333901145242,13.252333901145242,1.0
50000,1.4029402,3.5159678,81.16666666666667,11.906529386838278,11.906529386838278,1.0
