Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1000,1.4189385,-0.12891231,599.0,-24.230615377426147,-24.230615377426147,1.0
2000,1.4189383,0.032575782,599.0,-19.089959859848022,-19.089959859848022,1.0
3000,1.4209437,-0.29555124,599.0,-14.860996007919312,-14.860996007919312,1.0
4000,1.421014,-0.21082991,599.0,-19.72619292885065,-19.72619292885065,1.0
5000,1.4215567,-0.32540616,599.0,-17.29856127500534,-17.29856127500534,1.0
6000,1.4215819,-0.21508932,599.0,-8.717658430337906,-8.717658430337906,1.0
7000,1.4203613,-0.38377047,599.0,-11.602656245231628,-11.602656245231628,1.0
8000,1.419895,-0.4652347,599.0,-19.00102910399437,-19.00102910399437,1.0
9000,1.4191685,-0.55416226,599.0,-13.769472360610962,-13.769472360610962,1.0
10000,1.4188495,-0.54063535,599.0,-20.631413519382477,-20.631413519382477,1.0
11000,1.4185182,-0.5230163,334.75,4.626496307551861,4.626496307551861,1.0
12000,1.4183441,-0.49854866,599.0,-24.548921048641205,-24.548921048641205,1.0
13000,1.4171423,-0.4921786,599.0,-15.183816254138947,-15.183816254138947,1.0
14000,1.4160426,-0.60660577,599.0,-16.245313107967377,-16.245313107967377,1.0
15000,1.4157642,-0.5350131,451.5,-3.479257047176361,-3.479257047176361,1.0
16000,1.4153463,-0.68966997,599.0,1.8324792236089706,1.8324792236089706,1.0
17000,1.4151988,-0.51154375,599.0,-10.786420300602913,-10.786420300602913,1.0
18000,1.4146717,-0.6687073,599.0,-2.6200393959879875,-2.6200393959879875,1.0
19000,1.414693,-0.4593366,446.5,8.55809336900711,8.55809336900711,1.0
20000,1.4147667,-0.55610406,375.6666666666667,0.3554616371790568,0.3554616371790568,1.0
21000,1.4147303,-0.16451494,389.0,4.45436654984951,4.45436654984951,1.0
22000,1.4138005,-0.012711854,188.0,11.200738628705343,11.200738628705343,1.0
23000,1.4138006,-0.80443263,240.75,3.729938358068466,3.729938358068466,1.0
24000,1.4132888,-0.90173435,599.0,-8.94690015912056,-8.94690015912056,1.0
25000,1.4132673,0.03606367,299.2,13.654300779104233,13.654300779104233,1.0
26000,1.4125024,-0.058260884,234.5,14.438276541233062,14.438276541233062,1.0
27000,1.4123617,0.049543902,207.8,10.937773764133453,10.937773764133453,1.0
28000,1.4113578,-0.17097628,400.5,11.151725769042969,11.151725769042969,1.0
29000,1.4109571,-0.14598121,267.3333333333333,10.1399018963178,10.1399018963178,1.0
30000,1.4104137,0.07265428,199.8,10.38038581609726,10.38038581609726,1.0
31000,1.4101022,0.8052964,162.375,11.46586398780346,11.46586398780346,1.0
32000,1.4095496,0.26612315,362.5,7.610854625701904,7.610854625701904,1.0
33000,1.4091091,0.8611259,188.0,12.56825570265452,12.56825570265452,1.0
34000,1.4091581,0.4508323,141.5,9.190643276487078,9.190643276487078,1.0
35000,1.4092357,1.2892166,161.28571428571428,15.674538105726242,15.674538105726242,1.0
36000,1.4091853,0.66556555,181.0,11.237579544385275,11.237579544385275,1.0
37000,1.4090576,1.0348768,105.22222222222223,10.059557663069832,10.059557663069832,1.0
38000,1.4088235,1.808859,133.0,12.331878900527954,12.331878900527954,1.0
39000,1.4082553,1.5754602,151.33333333333334,12.230203737815222,12.230203737815222,1.0
40000,1.4081556,1.5326482,186.66666666666666,14.794186687469482,14.794186687469482,1.0
41000,1.4073974,1.3752062,101.5,9.524774801731109,9.524774801731109,1.0
42000,1.4073504,1.3064897,174.33333333333334,11.874406178792318,11.874406178792318,1.0
43000,1.4068949,2.1152952,97.125,12.606692843967014,12.606692843967014,1.0
44000,1.4068948,2.74939,100.18181818181819,12.657577896118164,12.657577896118164,1.0
45000,1.4067937,1.6127262,120.5,10.532027933332655,10.532027933332655,1.0
46000,1.4067764,2.4586904,125.625,12.978824704885483,12.978824704885483,1.0
47000,1.4065946,2.55014,129.57142857142858,13.427943093436104,13.427943093436104,1.0
48000,1.4065535,1.8288292,174.33333333333334,14.231065084536871,14.231065084536871,1.0
49000,1.4065154,2.805283,116.875,14.260262787342072,14.260262787342072,1.0
50000,1.4064958,2.4887857,157.28571428571428,12.938501040140787,12.938501040140787,1.0
