Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1000,1.4189385,0.12523806,599.0,-12.382083654403687,-12.382083654403687,1.0
2000,1.4189383,0.21248093,599.0,-23.383503913879395,-23.383503913879395,1.0
3000,1.4198675,0.08167485,599.0,-20.521915435791016,-20.521915435791016,1.0
4000,1.4199113,0.21519159,599.0,-18.073379203677177,-18.073379203677177,1.0
5000,1.4217414,-0.24601835,599.0,-24.80575144290924,-24.80575144290924,1.0
6000,1.4218105,-0.19001324,599.0,-24.187195301055908,-24.187195301055908,1.0
7000,1.4217423,-0.19494021,419.5,-11.992023130257925,-11.992023130257925,1.0
8000,1.4217066,-0.016968891,599.0,-18.506879925727844,-18.506879925727844,1.0
9000,1.4219946,-0.17395756,599.0,-16.175054669380188,-16.175054669380188,1.0
10000,1.422206,-0.33390313,599.0,-11.700781852006912,-11.700781852006912,1.0
11000,1.4220992,-0.14636394,523.0,-7.373197078704834,-7.373197078704834,1.0
12000,1.4219558,-0.2867895,599.0,-7.889468491077423,-7.889468491077423,1.0
13000,1.4217831,-0.807786,315.75,-1.9602910876274109,-1.9602910876274109,1.0
14000,1.4213814,-0.62916505,405.3333333333333,-3.520733376344045,-3.520733376344045,1.0
15000,1.4211578,-0.2518681,599.0,-3.76340115070343,-3.76340115070343,1.0
16000,1.420397,-0.71684545,575.5,-6.0136226415634155,-6.0136226415634155,1.0
17000,1.4202121,-0.30948815,599.0,-1.2384474873542786,-1.2384474873542786,1.0
18000,1.418598,-0.62141085,529.5,2.5102735459804535,2.5102735459804535,1.0
19000,1.418598,-0.5795703,540.0,-9.188344478607178,-9.188344478607178,1.0
20000,1.417307,-1.0805091,459.0,-2.384304096301397,-2.384304096301397,1.0
21000,1.4172689,-0.84859884,599.0,-9.055129066109657,-9.055129066109657,1.0
22000,1.4165883,-0.6170352,288.0,-0.2860514521598816,-0.2860514521598816,1.0
23000,1.4164912,0.24382326,484.5,15.789776682853699,15.789776682853699,1.0
24000,1.4156041,-0.27921027,164.66666666666666,5.960996707280477,5.960996707280477,1.0
25000,1.4152757,-0.49835998,298.0,6.922642767429352,6.922642767429352,1.0
26000,1.4144919,-0.17497799,433.0,0.7439513206481934,0.7439513206481934,1.0
27000,1.414205,0.3249127,299.6666666666667,4.390462135275205,4.390462135275205,1.0
28000,1.4139298,-0.18530494,325.0,5.133755425612132,5.133755425612132,1.0
29000,1.4137218,0.8757939,570.0,12.248881757259369,12.248881757259369,1.0
30000,1.4137275,0.5880525,362.6666666666667,7.140756547451019,7.140756547451019,1.0
31000,1.4137425,-0.16082142,279.3333333333333,7.634701311588287,7.634701311588287,1.0
32000,1.4135011,0.95973325,363.0,17.600566307703655,17.600566307703655,1.0
33000,1.4131049,1.0123496,260.0,16.273316510021687,16.273316510021687,1.0
34000,1.412814,0.4161658,321.6666666666667,12.752943952878317,12.752943952878317,1.0
35000,1.4119817,0.8576055,204.0,12.847545802593231,12.847545802593231,1.0
36000,1.4119248,0.6865525,203.5,10.782397735118867,10.782397735118867,1.0
37000,1.4114525,0.74060583,182.2,9.28187652428945,9.28187652428945,1.0
38000,1.4114313,0.9928761,153.28571428571428,13.822917540868124,13.822917540868124,1.0
39000,1.4107616,0.9129782,109.625,10.645000007417467,10.645000007417467,1.0
40000,1.4107616,1.2313598,104.0,8.236466175317764,8.236466175317764,1.0
41000,1.4103665,0.4165911,241.5,9.786400400102139,9.786400400102139,1.0
42000,1.4103043,0.9232264,152.5,10.206304499081202,10.206304499081202,1.0
43000,1.410215,1.8160645,160.5,12.862558325131735,12.862558325131735,1.0
44000,1.4101939,1.9804906,151.85714285714286,14.559930426733834,14.559930426733834,1.0
45000,1.4099289,1.8146462,120.75,11.787786602973938,11.787786602973938,1.0
46000,1.409834,2.2296612,128.25,15.46630148589611,15.46630148589611,1.0
47000,1.4097276,2.687023,119.875,15.12016475200653,15.12016475200653,1.0
48000,1.4096624,2.519287,94.5,11.502885246276856,11.502885246276856,1.0
49000,1.409618,2.4238448,112.3,11.584564261966282,11.584564261966282,1.0
50000,1.4095725,2.5663621,88.0,11.300893826918168,11.300893826918168,1.0
