Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1000,1.4189385,0.5376339,301.5,-5.9949310421943665,-5.9949310421943665,1.0
2000,1.4189384,0.27651232,482.0,-11.098982989788055,-11.098982989788055,1.0
3000,1.419698,0.23897141,599.0,-14.925277017056942,-14.925277017056942,1.0
4000,1.4197723,0.24008802,599.0,-8.688405647873878,-8.688405647873878,1.0
5000,1.4203235,0.22127618,414.5,-9.528030574321747,-9.528030574321747,1.0
6000,1.4204007,-0.14991102,599.0,-32.07611417770386,-32.07611417770386,1.0
7000,1.4224513,0.02055981,511.0,-24.06591385602951,-24.06591385602951,1.0
8000,1.4235002,-0.2739578,599.0,-10.64890307188034,-10.64890307188034,1.0
9000,1.4223324,-0.1092458,422.6666666666667,-2.865891218185425,-2.865891218185425,1.0
10000,1.421417,-0.6665864,599.0,-25.120376229286194,-25.120376229286194,1.0
11000,1.4200209,0.044881325,599.0,-13.910443916916847,-13.910443916916847,1.0
12000,1.4185532,-0.1329394,423.5,1.763439416885376,1.763439416885376,1.0
13000,1.4171801,-0.60149276,354.6666666666667,-1.278501570224762,-1.278501570224762,1.0
14000,1.4150894,-0.27423614,599.0,-18.18900455534458,-18.18900455534458,1.0
15000,1.414666,-0.58945197,258.0,1.1377755204836528,1.1377755204836528,1.0
16000,1.4136015,-1.073555,494.3333333333333,-7.1833614110946655,-7.1833614110946655,1.0
17000,1.4137284,-0.775792,403.0,-13.849705775578817,-13.849705775578817,1.0
18000,1.4142354,-0.6736037,572.5,-3.5302679538726807,-3.5302679538726807,1.0
19000,1.4139645,0.3874826,599.0,-6.006817668676376,-6.006817668676376,1.0
20000,1.4108579,-0.66948235,402.3333333333333,-4.596136659383774,-4.596136659383774,1.0
21000,1.4108578,0.042601746,479.0,6.9305053651332855,6.9305053651332855,1.0
22000,1.411576,0.07863866,332.0,12.870796203613281,12.870796203613281,1.0
23000,1.4116105,-0.31396574,533.5,-2.946851819753647,-2.946851819753647,1.0
24000,1.4111232,-0.7671191,206.0,5.542630344629288,5.542630344629288,1.0
25000,1.4110377,-0.4633206,407.0,2.1107707967360816,2.1107707967360816,1.0
26000,1.4081671,-0.3888095,307.0,5.996866921583812,5.996866921583812,1.0
27000,1.4074153,0.4345313,188.83333333333334,9.529743112623692,9.529743112623692,1.0
28000,1.4064078,-0.08130506,242.0,6.588660165667534,6.588660165667534,1.0
29000,1.4059508,0.26607555,202.0,9.529430663585662,9.529430663585662,1.0
30000,1.404696,0.7582598,247.33333333333334,8.69983951250712,8.69983951250712,1.0
31000,1.4037063,1.3520584,191.42857142857142,10.386368970076242,10.386368970076242,1.0
32000,1.4034057,0.7299695,161.0,9.827396377921104,9.827396377921104,1.0
33000,1.4027936,0.5062806,146.42857142857142,8.652661613055638,8.652661613055638,1.0
34000,1.4023322,1.1611732,114.875,9.589179515838623,9.589179515838623,1.0
35000,1.4007928,1.6236073,170.42857142857142,13.14486825466156,13.14486825466156,1.0
36000,1.4006512,1.53503,162.16666666666666,12.70324190457662,12.70324190457662,1.0
37000,1.3993409,1.7828673,100.3,10.66226077079773,10.66226077079773,1.0
38000,1.3992568,0.8153515,110.66666666666667,10.169884310828316,10.169884310828316,1.0
39000,1.3985902,2.2924757,113.33333333333333,13.23043547736274,13.23043547736274,1.0
40000,1.3985903,1.8580236,109.77777777777777,11.505028618706596,11.505028618706596,1.0
41000,1.3980752,2.1911664,124.875,13.021764636039734,13.021764636039734,1.0
42000,1.3980178,2.4764986,94.72727272727273,12.14506500417536,12.14506500417536,1.0
43000,1.397436,1.7571192,62.4,8.704379177093506,8.704379177093506,1.0
44000,1.3973808,2.2181318,92.9,12.256972885131836,12.256972885131836,1.0
45000,1.396608,2.7829561,83.45454545454545,12.21300725142161,12.21300725142161,1.0
46000,1.396351,1.933956,111.8,10.807639174991184,10.807639174991184,1.0
47000,1.3959078,2.562046,76.41666666666667,9.708050911243145,9.708050911243145,1.0
48000,1.395746,2.7287319,77.41666666666667,10.922851085662842,10.922851085662842,1.0
49000,1.3956021,2.4850888,80.0,9.93629370133082,9.93629370133082,1.0
50000,1.395526,3.2350743,94.33333333333333,13.31245569749312,13.31245569749312,1.0
