Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1000,1.4189385,0.22654352,599.0,-19.844193756580353,-19.844193756580353,1.0
2000,1.4189383,0.48079768,599.0,-19.277251452207565,-19.277251452207565,1.0
3000,1.4171643,-0.25604057,599.0,-21.42443823814392,-21.42443823814392,1.0
4000,1.4171009,0.24725536,599.0,-13.277273952960968,-13.277273952960968,1.0
5000,1.4164656,-0.12022485,599.0,-18.78719273209572,-18.78719273209572,1.0
6000,1.4164542,-0.002430521,470.0,-10.317618131637573,-10.317618131637573,1.0
7000,1.4159325,-0.17746031,420.0,-14.898045420646667,-14.898045420646667,1.0
8000,1.4158229,0.03911465,487.0,-1.6707117557525635,-1.6707117557525635,1.0
9000,1.4151334,0.11180849,599.0,-5.316148549318314,-5.316148549318314,1.0
10000,1.4147549,-0.3295501,599.0,-15.523141145706177,-15.523141145706177,1.0
11000,1.414398,-0.27171043,319.5,-6.622235327959061,-6.622235327959061,1.0
12000,1.4141654,-0.17178552,485.0,-3.4444039836525917,-3.4444039836525917,1.0
13000,1.4160396,-0.27839962,499.3333333333333,-6.541611969470978,-6.541611969470978,1.0
14000,1.4179324,0.01596552,551.0,4.705161899328232,4.705161899328232,1.0
15000,1.417506,-0.29313627,566.0,-2.6131322532892227,-2.6131322532892227,1.0
16000,1.4169571,0.21298297,470.5,10.328697353601456,10.328697353601456,1.0
17000,1.416181,0.14156777,473.5,1.910537987947464,1.910537987947464,1.0
18000,1.4146252,-0.047600653,588.5,-6.271986246109009,-6.271986246109009,1.0
19000,1.414597,0.56568074,297.6666666666667,12.12099900841713,12.12099900841713,1.0
20000,1.41449,-0.17167284,340.25,4.550358335177104,4.550358335177104,1.0
21000,1.4139427,0.99107623,137.8,12.475878238677979,12.475878238677979,1.0
22000,1.4119016,0.3260013,304.75,6.017831921577454,6.017831921577454,1.0
23000,1.4115984,0.6366407,246.75,9.239883169531822,9.239883169531822,1.0
24000,1.4090619,0.94362277,168.66666666666666,10.474105700850487,10.474105700850487,1.0
25000,1.4090528,0.05536455,210.8,10.42618653178215,10.42618653178215,1.0
26000,1.4083697,1.8618182,114.66666666666667,10.235767046610514,10.235767046610514,1.0
27000,1.4083699,1.302237,156.5,10.762389523642403,10.762389523642403,1.0
28000,1.4055718,1.8483052,183.0,14.273740673065186,14.273740673065186,1.0
29000,1.4054874,1.8744006,157.42857142857142,14.333004718025526,14.333004718025526,1.0
30000,1.4052812,2.1816304,88.18181818181819,9.696430878205733,9.696430878205733,1.0
31000,1.4052303,0.9749351,107.0,10.06310968399048,10.06310968399048,1.0
32000,1.4050312,1.4819397,143.71428571428572,11.38275197148323,11.38275197148323,1.0
33000,1.4049537,2.4796875,82.58333333333333,10.866379280885061,10.866379280885061,1.0
34000,1.4042583,2.119155,124.875,11.129793311868395,11.129793311868395,1.0
35000,1.4038144,3.1504314,80.54545454545455,11.154920816421509,11.154920816421509,1.0
36000,1.403562,2.0802088,123.55555555555556,12.297963932156563,12.297963932156563,1.0
37000,1.4032918,2.2589996,141.28571428571428,15.523518289838519,15.523518289838519,1.0
38000,1.403106,2.728157,90.45454545454545,12.447282184254039,12.447282184254039,1.0
39000,1.402857,2.9575884,81.25,11.168899734814962,11.168899734814962,1.0
40000,1.4025153,2.7588444,77.63636363636364,10.77887793382009,10.77887793382009,1.0
41000,1.4018172,2.8396273,87.0,11.390076875686646,11.390076875686646,1.0
42000,1.4015427,3.207736,78.84615384615384,12.097980902745174,12.097980902745174,1.0
43000,1.4009176,2.467077,91.54545454545455,8.85936216874556,8.85936216874556,1.0
44000,1.4007753,3.4576342,88.11111111111111,12.527015060186386,12.527015060186386,1.0
45000,1.4001801,3.432307,103.9,13.997866559028626,13.997866559028626,1.0
46000,1.4001238,4.3638587,76.78571428571429,11.688071801112248,11.688071801112248,1.0
47000,1.3996443,3.6793616,85.5,10.511648019154867,10.511648019154867,1.0
48000,1.3996407,3.6233883,79.0,11.271641045808792,11.271641045808792,1.0
49000,1.3994753,4.0554576,79.92307692307692,12.454108531658466,12.454108531658466,1.0
50000,1.3994753,3.3077874,79.75,11.857554415861765,11.857554415861765,1.0
